review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
Unable to check account balance. App is unreliable and buggy.,1,2024-05-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7693,3
Worst banking app experience! Constantly freezes and crashes.,1,2024-07-11,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3032,12
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-02-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9782,1
Great user experience! The design is modern and intuitive.,4,2025-01-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5959,3
App works as expected. Would like to see more payment options added.,3,2024-11-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5549,1
Standard banking app with room for improvement in user experience.,3,2024-08-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2740,8
Worst banking app experience! Constantly freezes and crashes.,2,2024-09-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2739,10
Very slow loading times. Takes forever to complete simple transactions.,2,2023-09-13,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4714,3
Poor customer service. No response to my complaints about app errors.,1,2024-10-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2386,6
App works fine but could use some improvements in the user interface.,3,2024-12-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9501,13
Smooth and efficient. Customer support is very responsive. Update: Still having the same experience.,4,2024-01-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8973,1
Perfect for daily banking needs. All features work as expected. Update: Still having the same experience.,5,2023-10-28,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6213,10
Love the new features. Makes banking so much easier than going to the branch.,4,2025-05-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5480,15
The app frequently logs me out during transactions. Needs major improvements.,2,2023-06-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2811,0
App works fine but could use some improvements in the user interface. Hope they continue to improve.,3,2024-08-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2391,3
The app is stable and reliable. Never had any technical issues.,4,2024-12-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4406,20
Best banking app I've used. Transaction history is very clear and detailed. Been using this app for months now. Still my opinion.,4,2024-06-29,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3716,1
The app is stable and reliable. Never had any technical issues.,4,2024-03-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4930,7
Cannot transfer money - app shows error messages constantly.,2,2024-09-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2558,4
Standard banking app with room for improvement in user experience.,3,2024-10-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2643,16
The app frequently logs me out during transactions. Needs major improvements.,1,2024-08-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3453,3
Very convenient for paying bills and checking account balance anytime.,2,2023-09-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3258,14
Great user experience! The design is modern and intuitive.,4,2023-11-10,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4678,14
App works fine but could use some improvements in the user interface. Posting again to emphasize.,3,2023-11-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1259,14
The app is stable and reliable. Never had any technical issues. Been using this app for months now.,4,2023-12-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3324,16
Very convenient for paying bills and checking account balance anytime. Update: Still having the same experience.,4,2025-01-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3894,20
The app is stable and reliable. Never had any technical issues.,5,2023-11-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1254,5
Perfect for daily banking needs. All features work as expected.,2,2023-09-20,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5946,17
Decent banking app with basic features. Nothing special but gets the job done.,3,2025-02-11,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8769,12
Perfect for daily banking needs. All features work as expected.,5,2025-05-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9732,18
Outstanding customer service through the app. Highly recommended!,5,2024-09-08,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5174,1
Acceptable app performance though it could be faster and more responsive. Been using this app for months now.,3,2024-05-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4383,13
Smooth and efficient. Customer support is very responsive.,4,2024-10-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8608,15
The app is stable and reliable. Never had any technical issues.,5,2025-01-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1636,0
Best banking app I've used. Transaction history is very clear and detailed. Hope they continue to improve.,4,2025-02-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1557,11
Best banking app I've used. Transaction history is very clear and detailed.,4,2025-04-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7129,0
Great user experience! The design is modern and intuitive.,4,2024-02-12,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4650,8
Terrible user experience. The app is slow and unresponsive.,1,2023-09-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7638,16
Very convenient for paying bills and checking account balance anytime.,5,2024-02-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9868,17
Outdated interface and confusing navigation. Needs complete redesign. Been using this app for months now.,2,2024-10-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8773,15
Excellent mobile banking app! Very user-friendly interface and fast transactions.,5,2025-04-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3267,17
Mixed experience - some features are good while others need work.,3,2024-05-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1657,4
Decent banking app with basic features. Nothing special but gets the job done.,3,2025-05-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3241,18
Love the new features. Makes banking so much easier than going to the branch.,5,2023-12-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7825,0
Great user experience! The design is modern and intuitive.,5,2025-04-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6007,0
Terrible user experience. The app is slow and unresponsive.,2,2023-12-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1436,1
Quick and secure payments. The app works perfectly on my phone. Overall satisfied with the service.,5,2023-08-17,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2756,10
Very convenient for paying bills and checking account balance anytime. Overall satisfied with the service.,4,2025-02-08,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7559,10
Quick and secure payments. The app works perfectly on my phone.,5,2023-08-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1540,20
The app is stable and reliable. Never had any technical issues.,4,2024-04-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9617,8
"Amazing app! Makes mobile banking incredibly easy and secure. Comparing to other banks, this is my experience.",4,2023-10-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2224,20
Login issues persist for weeks. Cannot access my account properly. Been using this app for months now.,1,2023-07-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6495,8
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2023-09-13,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5726,20
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-10-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2120,13
Security concerns - app doesn't feel safe for financial transactions.,1,2025-04-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3804,11
The app is stable and reliable. Never had any technical issues. Been using this app for months now.,5,2023-12-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7022,4
Fast money transfer feature is amazing. No more long queues at the bank!,4,2024-02-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4679,2
Average mobile banking experience. Some features work better than others. Still my opinion.,3,2024-03-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5543,6
Love the new features. Makes banking so much easier than going to the branch.,4,2024-01-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2710,0
Poor customer service. No response to my complaints about app errors.,2,2023-08-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2047,11
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-11-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6543,0
Very slow loading times. Takes forever to complete simple transactions.,1,2023-08-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1508,18
Outdated interface and confusing navigation. Needs complete redesign.,1,2024-08-23,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6763,0
Fast money transfer feature is amazing. No more long queues at the bank!,3,2025-05-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5199,18
Acceptable app performance though it could be faster and more responsive.,3,2024-04-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6774,1
Update: Love the new features. Makes banking so much easier than going to the branch.,4,2024-10-12,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9113,13
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-12-10,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4251,2
Very convenient for paying bills and checking account balance anytime.,4,2024-12-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3176,16
Login issues persist for weeks. Cannot access my account properly.,2,2023-12-12,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5288,8
Smooth and efficient. Customer support is very responsive.,4,2025-05-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9468,12
Decent banking app with basic features. Nothing special but gets the job done.,3,2023-11-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7636,20
Smooth and efficient. Customer support is very responsive.,4,2023-07-08,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1135,13
Smooth and efficient. Customer support is very responsive.,4,2024-10-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5530,20
Security concerns - app doesn't feel safe for financial transactions.,1,2023-10-29,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4145,7
The app is stable and reliable. Never had any technical issues.,4,2023-09-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3593,5
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-12-13,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4750,14
Very convenient for paying bills and checking account balance anytime.,5,2025-05-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7462,8
Quick and secure payments. The app works perfectly on my phone.,2,2023-06-20,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5321,19
Amazing app! Makes mobile banking incredibly easy and secure.,3,2024-07-14,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3386,13
Cannot transfer money - app shows error messages constantly.,1,2024-03-05,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9174,0
Perfect for daily banking needs. All features work as expected.,4,2024-08-21,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9999,5
Fast money transfer feature is amazing. No more long queues at the bank!,4,2025-03-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4012,19
Ordinary mobile banking experience. Nothing outstanding but functional.,3,2024-05-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9877,4
Functional but not exceptional. Meets basic banking needs adequately.,3,2025-02-10,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6211,3
Best banking app I've used. Transaction history is very clear and detailed.,2,2023-08-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4680,11
Regular banking app - works fine for checking balance and simple transfers.,3,2024-12-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7661,6
The app is okay for simple transactions but lacks advanced features.,3,2024-06-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1626,17
Very convenient for paying bills and checking account balance anytime.,4,2023-12-01,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4292,6
"Smooth and efficient. Customer support is very responsive. Comparing to other banks, this is my experience.",4,2023-06-12,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9764,13
"Outdated interface and confusing navigation. Needs complete redesign. Comparing to other banks, this is my experience.",1,2023-08-12,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2261,1
Perfect for daily banking needs. All features work as expected.,4,2023-10-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4161,11
Love the new features. Makes banking so much easier than going to the branch.,4,2023-06-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5212,1
Great user experience! The design is modern and intuitive.,4,2023-09-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5412,0
Best banking app I've used. Transaction history is very clear and detailed. Still my opinion.,4,2024-12-31,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2257,2
The app is stable and reliable. Never had any technical issues.,4,2024-02-26,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6054,11
Great user experience! The design is modern and intuitive.,5,2025-03-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4076,9
Outdated interface and confusing navigation. Needs complete redesign. Posting again to emphasize.,1,2024-10-23,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5374,4
Quick and secure payments. The app works perfectly on my phone.,5,2025-05-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1272,6
App keeps crashing when I try to make payments. Very frustrating!,1,2024-12-28,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9388,15
Great user experience! The design is modern and intuitive. Hope they continue to improve.,5,2024-11-21,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6604,6
Excellent mobile banking app! Very user-friendly interface and fast transactions.,2,2023-10-23,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3592,17
Outstanding customer service through the app. Highly recommended!,2,2024-09-23,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4543,17
Regular banking app - works fine for checking balance and simple transfers.,3,2023-10-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1836,8
Terrible user experience. The app is slow and unresponsive.,2,2023-08-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9986,10
Amazing app! Makes mobile banking incredibly easy and secure.,4,2024-07-25,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6486,7
The app is okay for simple transactions but lacks advanced features.,3,2025-03-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9016,18
Quick and secure payments. The app works perfectly on my phone. Overall satisfied with the service.,4,2025-06-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4745,14
Standard banking app with room for improvement in user experience. Been using this app for months now.,3,2025-02-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3919,17
Excellent mobile banking app! Very user-friendly interface and fast transactions.,5,2025-04-09,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2565,15
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-08-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6975,4
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-09-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6190,13
Regular banking app - works fine for checking balance and simple transfers.,3,2024-01-11,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9277,4
Regular banking app - works fine for checking balance and simple transfers.,3,2023-08-27,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7052,1
Poor customer service. No response to my complaints about app errors.,2,2024-11-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9807,14
Quick and secure payments. The app works perfectly on my phone.,5,2024-02-11,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1397,16
Security concerns - app doesn't feel safe for financial transactions.,1,2025-05-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7912,17
Terrible user experience. The app is slow and unresponsive.,2,2024-01-15,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3188,11
Fast money transfer feature is amazing. No more long queues at the bank!,4,2025-05-24,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4292,16
Best banking app I've used. Transaction history is very clear and detailed.,4,2024-10-10,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7435,12
Outdated interface and confusing navigation. Needs complete redesign.,2,2024-04-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5650,19
Very convenient for paying bills and checking account balance anytime.,4,2025-02-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3092,19
Quick and secure payments. The app works perfectly on my phone.,4,2024-12-16,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1643,2
Poor customer service. No response to my complaints about app errors.,2,2025-02-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User9363,18
The app is okay for simple transactions but lacks advanced features.,3,2024-05-19,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1669,20
The app is stable and reliable. Never had any technical issues.,4,2024-01-06,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4188,2
Quick and secure payments. The app works perfectly on my phone.,5,2025-02-10,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5098,8
Cannot transfer money - app shows error messages constantly.,2,2023-09-22,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User4994,20
"Smooth and efficient. Customer support is very responsive. Comparing to other banks, this is my experience. Still my opinion.",4,2024-10-17,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6256,20
The app is stable and reliable. Never had any technical issues. Update: Still having the same experience.,4,2025-02-21,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6097,19
Decent banking app with basic features. Nothing special but gets the job done. Update: Still having the same experience.,3,2023-10-04,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7549,6
Acceptable app performance though it could be faster and more responsive.,3,2024-05-28,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6285,5
Regular banking app - works fine for checking balance and simple transfers.,3,2025-01-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User2822,2
Quick and secure payments. The app works perfectly on my phone.,4,2024-10-18,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1655,20
Smooth and efficient. Customer support is very responsive.,4,2024-05-07,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5499,15
"Mixed experience - some features are good while others need work. Comparing to other banks, this is my experience.",3,2025-06-03,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User3130,5
Love the new features. Makes banking so much easier than going to the branch.,3,2023-11-17,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5332,9
Outdated interface and confusing navigation. Needs complete redesign.,2,2025-03-02,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User5389,16
Outstanding customer service through the app. Highly recommended!,4,2024-08-11,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User7170,8
App works fine but could use some improvements in the user interface.,3,2024-09-17,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User1657,19
App keeps crashing when I try to make payments. Very frustrating! Hope they continue to improve.,2,2023-07-30,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User8151,3
Amazing app! Makes mobile banking incredibly easy and secure.,5,2024-01-29,Commercial Bank of Ethiopia,Commercial Bank of Ethiopia Mobile Banking,Google Play,com.commercialethiopia.mobile,User6259,14
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2023-10-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3898,18
App works fine but could use some improvements in the user interface.,3,2024-03-24,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1181,9
Quick and secure payments. The app works perfectly on my phone.,4,2023-07-08,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5155,16
Great user experience! The design is modern and intuitive.,4,2024-04-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1029,6
Very slow loading times. Takes forever to complete simple transactions.,1,2024-06-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8370,18
Fast money transfer feature is amazing. No more long queues at the bank!,5,2024-04-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9682,1
